Station Name,Station Latitude,Station Longitude,Available Bikes,Empty Slots,Bubble Tea Shop Name,Rating,Business Latitude,Business Longitude
Expo & Smithe,49.276115,-123.114496,14,0,Gong cha,5,49.27905,-123.11695
Expo & Smithe,49.276115,-123.114496,14,0,Cha Yuan,4.5,49.27402,-123.12243
Expo & Smithe,49.276115,-123.114496,14,0,Ikoi cha,2.5,49.27905,-123.11695
Expo & Smithe,49.276115,-123.114496,14,0,Ben Gong’s Tea,2.5,49.27959442,-123.1155471
Expo & Smithe,49.276115,-123.114496,14,0,Atelier by Chatime,3.5,49.28030775,-123.1184253
Expo & Smithe,49.276115,-123.114496,14,0,Teaspoons & Company,4.5,49.279506,-123.1243488
7th & Granville,49.2653,-123.13811,9,5,Chatime,3,49.26391,-123.14016
10th & Granville,49.262598,-123.138921,5,8,Chatime,3,49.26391,-123.14016
10th & Granville,49.262598,-123.138921,5,8,Momono Tea Shop,4.5,49.25866259,-123.1384654
14th & Granville,49.25894,-123.139272,7,7,Momono Tea Shop,4.5,49.25866259,-123.1384654
14th & Cambie,49.258763,-123.115392,1,12,Sharetea,4,49.2599346,-123.1148551
14th & Cambie,49.258763,-123.115392,1,12,Bubble Waffle Cafe,4,49.26086,-123.11629
14th & Cambie,49.258763,-123.115392,1,12,Hot Cha Cafe,4.5,49.2556974,-123.1149056
14th & Cambie,49.258763,-123.115392,1,12,OneZo Tapioca,4.5,49.2630371,-123.1180803
14th & Cambie,49.258763,-123.115392,1,12,Ben Gong’s Tea,3.5,49.25561,-123.1149094
14th & Cambie,49.258763,-123.115392,1,12,Xing Fu Tang Canada,3.5,49.254554,-123.1149538
Ontario & 5th,49.266724,-123.104824,0,20,The Bubble Tea Shop,3,49.27024655,-123.1063933
Cypress & 4th,49.268269,-123.147885,16,2,NUTTEA,5,49.2679328,-123.14931
Nelson & Mainland,49.276436,-123.11877,3,17,Teaspoons & Company,4.5,49.279506,-123.1243488
Nelson & Mainland,49.276436,-123.11877,3,17,The Alley,3.5,49.2808317,-123.1247428
Nelson & Mainland,49.276436,-123.11877,3,17,Tea Drop Café,5,49.279501,-123.124057
Nelson & Mainland,49.276436,-123.11877,3,17,Atelier by Chatime,3.5,49.28030775,-123.1184253
Nelson & Mainland,49.276436,-123.11877,3,17,Yet’s Cafe,3.5,49.27771297,-123.1310082
Nelson & Mainland,49.276436,-123.11877,3,17,Cha Yuan,4.5,49.27402,-123.12243
Nelson & Mainland,49.276436,-123.11877,3,17,Sharetea Yaletown,5,49.27609728,-123.1192943
Nelson & Mainland,49.276436,-123.11877,3,17,Kurotaki Bubble Tea House,3,49.27464608,-123.1258495
Nelson & Mainland,49.276436,-123.11877,3,17,Jenjudan Yaletown,4,49.27833,-123.11621
Nelson & Mainland,49.276436,-123.11877,3,17,Gong Cha,3,49.2792027,-123.1167521
Nelson & Mainland,49.276436,-123.11877,3,17,Little Bee Bubble Tea,4.5,49.27960478,-123.1154158
Nelson & Mainland,49.276436,-123.11877,3,17,Gong cha,5,49.27905,-123.11695
Nelson & Mainland,49.276436,-123.11877,3,17,Ikoi cha,2.5,49.27905,-123.11695
Nelson & Richards,49.277844,-123.120942,2,16,Teaspoons & Company,4.5,49.279506,-123.1243488
Nelson & Richards,49.277844,-123.120942,2,16,The Alley,3.5,49.2808317,-123.1247428
Nelson & Richards,49.277844,-123.120942,2,16,Tea Drop Café,5,49.279501,-123.124057
Nelson & Richards,49.277844,-123.120942,2,16,Atelier by Chatime,3.5,49.28030775,-123.1184253
Nelson & Richards,49.277844,-123.120942,2,16,Yet’s Cafe,3.5,49.27771297,-123.1310082
Nelson & Richards,49.277844,-123.120942,2,16,Gong Cha,3,49.2813094,-123.1201513
Nelson & Richards,49.277844,-123.120942,2,16,Cha Yuan,4.5,49.27402,-123.12243
Nelson & Richards,49.277844,-123.120942,2,16,Sharetea Yaletown,5,49.27609728,-123.1192943
Nelson & Richards,49.277844,-123.120942,2,16,Kurotaki Bubble Tea House,3,49.27464608,-123.1258495
Nelson & Richards,49.277844,-123.120942,2,16,Gong Cha,3,49.2792027,-123.1167521
Nelson & Richards,49.277844,-123.120942,2,16,Jenjudan Yaletown,4,49.27833,-123.11621
Nelson & Richards,49.277844,-123.120942,2,16,Gong cha,5,49.27905,-123.11695
Nelson & Richards,49.277844,-123.120942,2,16,Ikoi cha,2.5,49.27905,-123.11695
Nelson & Richards,49.277844,-123.120942,2,16,Little Bee Bubble Tea,4.5,49.27960478,-123.1154158
7th & Heather,49.265089,-123.119425,11,6,OneZo Tapioca,4.5,49.2630371,-123.1180803
7th & Heather,49.265089,-123.119425,11,6,Bubble Waffle Cafe,4,49.26086,-123.11629
7th & Heather,49.265089,-123.119425,11,6,Sharetea,4,49.2599346,-123.1148551
7th & Heather,49.265089,-123.119425,11,6,Edge Yuandian Tea & Juice Bar,3,49.263169,-123.1255685
7th & Heather,49.265089,-123.119425,11,6,Chun Fun How,4.5,49.2635649,-123.1280553
Harwood & Bute,49.28026,-123.135244,11,9,Yet’s Cafe,3.5,49.27771297,-123.1310082
Harwood & Bute,49.28026,-123.135244,11,9,The Alley,3.5,49.2808317,-123.1247428
Harwood & Bute,49.28026,-123.135244,11,9,Kurotaki Bubble Tea House,3,49.27464608,-123.1258495
Chilco & Barclay,49.291909,-123.140713,16,1,Dinesty Dumpling House,4,49.2908176,-123.1343912
Chilco & Barclay,49.291909,-123.140713,16,1,Chewgurt Yummy,4,49.28992,-123.13377
Chilco & Barclay,49.291909,-123.140713,16,1,Yi Fang,3.5,49.29095872,-123.1341273
Chilco & Barclay,49.291909,-123.140713,16,1,Bubble World,4,49.2874205,-123.128873
Chilco & Barclay,49.291909,-123.140713,16,1,Comebuy,4,49.29082,-123.13506
Chilco & Barclay,49.291909,-123.140713,16,1,Winter Bear,4.5,49.29048,-123.13735
Chilco & Robson,49.293257,-123.138563,16,0,Dinesty Dumpling House,4,49.2908176,-123.1343912
Chilco & Robson,49.293257,-123.138563,16,0,Chewgurt Yummy,4,49.28992,-123.13377
Chilco & Robson,49.293257,-123.138563,16,0,Yi Fang,3.5,49.29095872,-123.1341273
Chilco & Robson,49.293257,-123.138563,16,0,Bubble World,4,49.2874205,-123.128873
Chilco & Robson,49.293257,-123.138563,16,0,Comebuy,4,49.29082,-123.13506
Chilco & Robson,49.293257,-123.138563,16,0,Winter Bear,4.5,49.29048,-123.13735
Nicola & Robson,49.288011,-123.132006,5,13,Dinesty Dumpling House,4,49.2908176,-123.1343912
Nicola & Robson,49.288011,-123.132006,5,13,Chewgurt Yummy,4,49.28992,-123.13377
Nicola & Robson,49.288011,-123.132006,5,13,Yi Fang,3.5,49.29095872,-123.1341273
Nicola & Robson,49.288011,-123.132006,5,13,Bubble World,4,49.2874205,-123.128873
Nicola & Robson,49.288011,-123.132006,5,13,Comebuy,4,49.29082,-123.13506
Nicola & Robson,49.288011,-123.132006,5,13,Jenjudan,4.5,49.286041,-123.1273567
Nicola & Robson,49.288011,-123.132006,5,13,Machi Machi,4,49.28580788,-123.1267723
Nicola & Robson,49.288011,-123.132006,5,13,Happy Lemon,3.5,49.2856474,-123.1266978
Nicola & Robson,49.288011,-123.132006,5,13,Blackball,4,49.28561,-123.12697
Nicola & Robson,49.288011,-123.132006,5,13,Feng Cha,3.5,49.28561,-123.12697
Carrall & Hastings,49.28117,-123.104419,16,2,Boba Run,4.5,49.2819027,-123.1074516
Carrall & Hastings,49.28117,-123.104419,16,2,Charisma Cafe & Dessert House,4,49.28018,-123.10866
Carrall & Hastings,49.28117,-123.104419,16,2,Bubble King,3.5,49.28038956,-123.106067
Carrall & Hastings,49.28117,-123.104419,16,2,Gong Cha,4,49.2838435,-123.1133592
Carrall & Hastings,49.28117,-123.104419,16,2,Sharetea,4,49.2834699,-123.1144227
Carrall & Hastings,49.28117,-123.104419,16,2,CoCo Fresh Tea & Juice,4,49.28448982,-123.1144133
Carrall & Hastings,49.28117,-123.104419,16,2,My Toan,2.5,49.2845498,-123.1123772
Carrall & Hastings,49.28117,-123.104419,16,2,We Drink,3,49.28357,-123.11291
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,3,25,Teaspoons & Company,4.5,49.279506,-123.1243488
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,3,25,The Alley,3.5,49.2808317,-123.1247428
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,3,25,Tea Drop Café,5,49.279501,-123.124057
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,3,25,Atelier by Chatime,3.5,49.28030775,-123.1184253
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,3,25,Yet’s Cafe,3.5,49.27771297,-123.1310082
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,3,25,Jenjudan,4.5,49.286041,-123.1273567
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,3,25,Machi Machi,4,49.28580788,-123.1267723
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,3,25,Bubble World,4,49.2874205,-123.128873
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,3,25,Blackball,4,49.28561,-123.12697
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,3,25,Happy Lemon,3.5,49.2856474,-123.1266978
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,3,25,CoCo Fresh Tea & Juice,4,49.28448982,-123.1144133
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,3,25,Sharetea,4,49.2834699,-123.1144227
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,3,25,Gong Cha,4,49.2838435,-123.1133592
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,3,25,Boba Run,4.5,49.2819027,-123.1074516
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,3,25,Xing Fu Tang,3.5,49.2833513,-123.1163056
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,3,25,Feng Cha,3.5,49.28561,-123.12697
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,49.283227,-123.120523,3,25,Gong Cha,3,49.2813094,-123.1201513
Heather & 14th,49.259183,-123.120126,4,13,Sharetea,4,49.2599346,-123.1148551
Heather & 14th,49.259183,-123.120126,4,13,Bubble Waffle Cafe,4,49.26086,-123.11629
Heather & 14th,49.259183,-123.120126,4,13,Hot Cha Cafe,4.5,49.2556974,-123.1149056
Heather & 14th,49.259183,-123.120126,4,13,OneZo Tapioca,4.5,49.2630371,-123.1180803
Heather & 14th,49.259183,-123.120126,4,13,Ben Gong’s Tea,3.5,49.25561,-123.1149094
Heather & 14th,49.259183,-123.120126,4,13,Xing Fu Tang Canada,3.5,49.254554,-123.1149538
1st & Chestnut,49.270721,-123.146175,15,11,NUTTEA,5,49.2679328,-123.14931
7th & Arbutus,49.265605,-123.152566,9,7,NUTTEA,5,49.2679328,-123.14931
5th & Arbutus,49.267222,-123.153157,7,9,NUTTEA,5,49.2679328,-123.14931
10th & Oak,49.262255,-123.126217,9,16,Chun Fun How,4.5,49.2635649,-123.1280553
10th & Oak,49.262255,-123.126217,9,16,Edge Yuandian Tea & Juice Bar,3,49.263169,-123.1255685
Georgia & Thurlow,49.285953,-123.124066,10,2,Machi Machi,4,49.28580788,-123.1267723
Georgia & Thurlow,49.285953,-123.124066,10,2,Jenjudan,4.5,49.286041,-123.1273567
Georgia & Thurlow,49.285953,-123.124066,10,2,Blackball,4,49.28561,-123.12697
Georgia & Thurlow,49.285953,-123.124066,10,2,Feng Cha,3.5,49.28561,-123.12697
Georgia & Thurlow,49.285953,-123.124066,10,2,Happy Lemon,3.5,49.2856474,-123.1266978
Georgia & Thurlow,49.285953,-123.124066,10,2,Bubble World,4,49.2874205,-123.128873
Georgia & Thurlow,49.285953,-123.124066,10,2,Dinesty Dumpling House,4,49.2908176,-123.1343912
Thurlow & Pendrell,49.280881,-123.130672,6,9,Teaspoons & Company,4.5,49.279506,-123.1243488
Thurlow & Pendrell,49.280881,-123.130672,6,9,The Alley,3.5,49.2808317,-123.1247428
Thurlow & Pendrell,49.280881,-123.130672,6,9,Tea Drop Café,5,49.279501,-123.124057
Thurlow & Pendrell,49.280881,-123.130672,6,9,Atelier by Chatime,3.5,49.28030775,-123.1184253
Thurlow & Pendrell,49.280881,-123.130672,6,9,Yet’s Cafe,3.5,49.27771297,-123.1310082
Thurlow & Pendrell,49.280881,-123.130672,6,9,Gong Cha,3,49.2813094,-123.1201513
Thurlow & Pendrell,49.280881,-123.130672,6,9,Kurotaki Bubble Tea House,3,49.27464608,-123.1258495
Heather & 16th,49.256845,-123.120071,6,5,Xing Fu Tang Canada,3.5,49.254554,-123.1149538
Heather & 16th,49.256845,-123.120071,6,5,Hot Cha Cafe,4.5,49.2556974,-123.1149056
Heather & 16th,49.256845,-123.120071,6,5,Ben Gong’s Tea,3.5,49.25561,-123.1149094
Heather & 16th,49.256845,-123.120071,6,5,Sharetea,4,49.2599346,-123.1148551
Heather & 16th,49.256845,-123.120071,6,5,Bubble Waffle Cafe,4,49.26086,-123.11629
Heather & 16th,49.256845,-123.120071,6,5,OneZo Tapioca,4.5,49.2630371,-123.1180803
David Lam Park - West,49.270905,-123.126006,8,10,Cha Yuan,4.5,49.27402,-123.12243
David Lam Park - West,49.270905,-123.126006,8,10,Sharetea Yaletown,5,49.27609728,-123.1192943
David Lam Park - West,49.270905,-123.126006,8,10,Kurotaki Bubble Tea House,3,49.27464608,-123.1258495
David Lam Park - West,49.270905,-123.126006,8,10,Yet’s Cafe,3.5,49.27771297,-123.1310082
Beach & Seymour,49.273568,-123.129935,10,7,Yet’s Cafe,3.5,49.27771297,-123.1310082
Beach & Seymour,49.273568,-123.129935,10,7,The Alley,3.5,49.2808317,-123.1247428
Beach & Seymour,49.273568,-123.129935,10,7,Kurotaki Bubble Tea House,3,49.27464608,-123.1258495
Beach & Seymour,49.273568,-123.129935,10,7,Cha Yuan,4.5,49.27402,-123.12243
Beach & Seymour,49.273568,-123.129935,10,7,Sharetea Yaletown,5,49.27609728,-123.1192943
Richards & Helmcken,49.277141,-123.122589,6,11,Teaspoons & Company,4.5,49.279506,-123.1243488
Richards & Helmcken,49.277141,-123.122589,6,11,The Alley,3.5,49.2808317,-123.1247428
Richards & Helmcken,49.277141,-123.122589,6,11,Tea Drop Café,5,49.279501,-123.124057
Richards & Helmcken,49.277141,-123.122589,6,11,Atelier by Chatime,3.5,49.28030775,-123.1184253
Richards & Helmcken,49.277141,-123.122589,6,11,Yet’s Cafe,3.5,49.27771297,-123.1310082
Richards & Helmcken,49.277141,-123.122589,6,11,Cha Yuan,4.5,49.27402,-123.12243
Richards & Helmcken,49.277141,-123.122589,6,11,Sharetea Yaletown,5,49.27609728,-123.1192943
Richards & Helmcken,49.277141,-123.122589,6,11,Kurotaki Bubble Tea House,3,49.27464608,-123.1258495
Richards & Helmcken,49.277141,-123.122589,6,11,Gong Cha,3,49.2813094,-123.1201513
Richards & Helmcken,49.277141,-123.122589,6,11,Jenjudan Yaletown,4,49.27833,-123.11621
Richards & Helmcken,49.277141,-123.122589,6,11,Gong Cha,3,49.2792027,-123.1167521
Richards & Helmcken,49.277141,-123.122589,6,11,Little Bee Bubble Tea,4.5,49.27960478,-123.1154158
Richards & Helmcken,49.277141,-123.122589,6,11,Gong cha,5,49.27905,-123.11695
Richards & Helmcken,49.277141,-123.122589,6,11,Ikoi cha,2.5,49.27905,-123.11695
Burrard & 4th,49.267859,-123.145782,13,3,NUTTEA,5,49.2679328,-123.14931
Burrard & 4th,49.267859,-123.145782,13,3,Chatime,3,49.26391,-123.14016
Burrard & 7th,49.265336,-123.145823,8,8,NUTTEA,5,49.2679328,-123.14931
Burrard & 7th,49.265336,-123.145823,8,8,Chatime,3,49.26391,-123.14016
South False Creek Seawall,49.267628,-123.127698,9,5,Chun Fun How,4.5,49.2635649,-123.1280553
South False Creek Seawall,49.267628,-123.127698,9,5,Edge Yuandian Tea & Juice Bar,3,49.263169,-123.1255685
Creekside Park North,49.2756,-123.102661,15,3,Charisma Cafe & Dessert House,4,49.28018,-123.10866
Creekside Park North,49.2756,-123.102661,15,3,Boba Run,4.5,49.2819027,-123.1074516
Creekside Park North,49.2756,-123.102661,15,3,CoCo Fresh Tea & Juice,4,49.28448982,-123.1144133
Creekside Park North,49.2756,-123.102661,15,3,Bubble King,3.5,49.28038956,-123.106067
Creekside Park North,49.2756,-123.102661,15,3,Gong Cha,4,49.2838435,-123.1133592
Alexander & Main,49.284157,-123.099917,9,11,Bubble King,3.5,49.28038956,-123.106067
Alexander & Main,49.284157,-123.099917,9,11,Boba Run,4.5,49.2819027,-123.1074516
Alexander & Main,49.284157,-123.099917,9,11,Charisma Cafe & Dessert House,4,49.28018,-123.10866
Alexander & Main,49.284157,-123.099917,9,11,My Toan,2.5,49.2845498,-123.1123772
Alexander & Main,49.284157,-123.099917,9,11,We Drink,3,49.28357,-123.11291
Arbutus Greenway & Fir,49.266774,-123.141135,10,5,Chatime,3,49.26391,-123.14016
Alder & 11th,49.261742,-123.13148,7,4,Chun Fun How,4.5,49.2635649,-123.1280553
Alder & 11th,49.261742,-123.13148,7,4,Edge Yuandian Tea & Juice Bar,3,49.263169,-123.1255685
10th & Columbia,49.262206,-123.109091,7,6,Sharetea,4,49.2599346,-123.1148551
10th & Columbia,49.262206,-123.109091,7,6,Bubble Waffle Cafe,4,49.26086,-123.11629
10th & Columbia,49.262206,-123.109091,7,6,Hot Cha Cafe,4.5,49.2556974,-123.1149056
10th & Columbia,49.262206,-123.109091,7,6,OneZo Tapioca,4.5,49.2630371,-123.1180803
10th & Columbia,49.262206,-123.109091,7,6,Ben Gong’s Tea,3.5,49.25561,-123.1149094
1st & Manitoba,49.27023,-123.10651,19,8,The Bubble Tea Shop,3,49.27024655,-123.1063933
Quebec & 1st,49.27033,-123.10275,11,7,The Bubble Tea Shop,3,49.27024655,-123.1063933
Columbia & 14th,49.258902,-123.109596,2,12,Xing Fu Tang Canada,3.5,49.254554,-123.1149538
Columbia & 14th,49.258902,-123.109596,2,12,Hot Cha Cafe,4.5,49.2556974,-123.1149056
Columbia & 14th,49.258902,-123.109596,2,12,Ben Gong’s Tea,3.5,49.25561,-123.1149094
Columbia & 14th,49.258902,-123.109596,2,12,Sharetea,4,49.2599346,-123.1148551
Columbia & 14th,49.258902,-123.109596,2,12,Bubble Waffle Cafe,4,49.26086,-123.11629
Columbia & 14th,49.258902,-123.109596,2,12,OneZo Tapioca,4.5,49.2630371,-123.1180803
Bute & Davie,49.282224,-123.132778,15,3,Jenjudan,4.5,49.286041,-123.1273567
Bute & Davie,49.282224,-123.132778,15,3,Machi Machi,4,49.28580788,-123.1267723
Bute & Davie,49.282224,-123.132778,15,3,Bubble World,4,49.2874205,-123.128873
Bute & Davie,49.282224,-123.132778,15,3,Blackball,4,49.28561,-123.12697
Bute & Davie,49.282224,-123.132778,15,3,Happy Lemon,3.5,49.2856474,-123.1266978
Bute & Davie,49.282224,-123.132778,15,3,Feng Cha,3.5,49.28561,-123.12697
Bute & Davie,49.282224,-123.132778,15,3,Yet’s Cafe,3.5,49.27771297,-123.1310082
Bute & Davie,49.282224,-123.132778,15,3,The Alley,3.5,49.2808317,-123.1247428
Bute & Davie,49.282224,-123.132778,15,3,Kurotaki Bubble Tea House,3,49.27464608,-123.1258495
7th & Laurel,49.265071,-123.123864,9,4,Chun Fun How,4.5,49.2635649,-123.1280553
7th & Laurel,49.265071,-123.123864,9,4,Edge Yuandian Tea & Juice Bar,3,49.263169,-123.1255685
7th & Laurel,49.265071,-123.123864,9,4,OneZo Tapioca,4.5,49.2630371,-123.1180803
7th & Laurel,49.265071,-123.123864,9,4,Bubble Waffle Cafe,4,49.26086,-123.11629
7th & Laurel,49.265071,-123.123864,9,4,Sharetea,4,49.2599346,-123.1148551
7th &  Alder,49.265198,-123.131043,8,7,Chun Fun How,4.5,49.2635649,-123.1280553
7th &  Alder,49.265198,-123.131043,8,7,Edge Yuandian Tea & Juice Bar,3,49.263169,-123.1255685
Science World,49.273691,-123.102232,15,1,The Bubble Tea Shop,3,49.27024655,-123.1063933
Georgia & Main,49.278529,-123.100017,11,9,Bubble King,3.5,49.28038956,-123.106067
Georgia & Main,49.278529,-123.100017,11,9,Boba Run,4.5,49.2819027,-123.1074516
Georgia & Main,49.278529,-123.100017,11,9,Charisma Cafe & Dessert House,4,49.28018,-123.10866
Georgia & Main,49.278529,-123.100017,11,9,My Toan,2.5,49.2845498,-123.1123772
Georgia & Main,49.278529,-123.100017,11,9,We Drink,3,49.28357,-123.11291
Shaw Tower,49.288682,-123.11818,5,11,CoCo Fresh Tea & Juice,4,49.28448982,-123.1144133
Shaw Tower,49.288682,-123.11818,5,11,Sharetea,4,49.2834699,-123.1144227
Shaw Tower,49.288682,-123.11818,5,11,Gong Cha,4,49.2838435,-123.1133592
Shaw Tower,49.288682,-123.11818,5,11,Boba Run,4.5,49.2819027,-123.1074516
Shaw Tower,49.288682,-123.11818,5,11,Xing Fu Tang,3.5,49.2833513,-123.1163056
Shaw Tower,49.288682,-123.11818,5,11,Deer Alley Restaurant,4.5,49.28537,-123.11709
Shaw Tower,49.288682,-123.11818,5,11,Bubble Waffle Cafe,4.5,49.28531748,-123.1171067
Shaw Tower,49.288682,-123.11818,5,11,Presotea,3,49.28466148,-123.1162235
Shaw Tower,49.288682,-123.11818,5,11,Chatime,1,49.287679,-123.115126
Shaw Tower,49.288682,-123.11818,5,11,Valendine,5,49.285323,-123.121527
Shaw Tower,49.288682,-123.11818,5,11,Jenjudan,4.5,49.286041,-123.1273567
Shaw Tower,49.288682,-123.11818,5,11,Machi Machi,4,49.28580788,-123.1267723
Shaw Tower,49.288682,-123.11818,5,11,The Alley,3.5,49.2808317,-123.1247428
Shaw Tower,49.288682,-123.11818,5,11,Happy Lemon,3.5,49.2856474,-123.1266978
York & Yew,49.271741,-123.155421,12,7,NUTTEA,5,49.2679328,-123.14931
Pine & 10th,49.262822,-123.14338,7,12,Chatime,3,49.26391,-123.14016
Pine & 10th,49.262822,-123.14338,7,12,Momono Tea Shop,4.5,49.25866259,-123.1384654
Alberni & Jervis,49.28763,-123.127245,4,14,Bubble World,4,49.2874205,-123.128873
Alberni & Jervis,49.28763,-123.127245,4,14,Dinesty Dumpling House,4,49.2908176,-123.1343912
Alberni & Jervis,49.28763,-123.127245,4,14,Jenjudan,4.5,49.286041,-123.1273567
Alberni & Jervis,49.28763,-123.127245,4,14,Machi Machi,4,49.28580788,-123.1267723
Alberni & Jervis,49.28763,-123.127245,4,14,Happy Lemon,3.5,49.2856474,-123.1266978
Alberni & Jervis,49.28763,-123.127245,4,14,Blackball,4,49.28561,-123.12697
Alberni & Jervis,49.28763,-123.127245,4,14,Feng Cha,3.5,49.28561,-123.12697
14th & Alder,49.258819,-123.131317,7,7,Edge Yuandian Tea & Juice Bar,3,49.263169,-123.1255685
14th & Alder,49.258819,-123.131317,7,7,Chun Fun How,4.5,49.2635649,-123.1280553
Carrall & Seawall,49.276294,-123.106534,17,1,Charisma Cafe & Dessert House,4,49.28018,-123.10866
Carrall & Seawall,49.276294,-123.106534,17,1,Boba Run,4.5,49.2819027,-123.1074516
Carrall & Seawall,49.276294,-123.106534,17,1,CoCo Fresh Tea & Juice,4,49.28448982,-123.1144133
Carrall & Seawall,49.276294,-123.106534,17,1,Bubble King,3.5,49.28038956,-123.106067
Carrall & Seawall,49.276294,-123.106534,17,1,Gong Cha,4,49.2838435,-123.1133592
Carrall & Seawall,49.276294,-123.106534,17,1,My Toan,2.5,49.2845498,-123.1123772
Carrall & Seawall,49.276294,-123.106534,17,1,We Drink,3,49.28357,-123.11291
St George & Broadway,49.262321,-123.09306,4,8,Catoro Cafe,4,49.26216,-123.08963
Prince Edward & 14th,49.258352,-123.096337,4,10,Catoro Cafe,4,49.26216,-123.08963
13th & St George,49.258817,-123.092797,4,11,Catoro Cafe,4,49.26216,-123.08963
10th & Fraser,49.26151,-123.089413,4,10,Catoro Cafe,4,49.26216,-123.08963
8th & Fraser,49.263382,-123.088837,2,14,Catoro Cafe,4,49.26216,-123.08963
St Catherines & 10th,49.261353,-123.085333,1,11,Catoro Cafe,4,49.26216,-123.08963
St Catherines & 7th,49.264466,-123.085183,8,12,Catoro Cafe,4,49.26216,-123.08963
Pender & Victoria,49.280197,-123.065859,6,10,Vietnamese Tea House,4.5,49.2810051,-123.0540795
Pender & Victoria,49.280197,-123.065859,6,10,Angelove Bubble Tea,4.5,49.28088,-123.05912
Pender & Victoria,49.280197,-123.065859,6,10,Blue Moon Bubble Tea,4.5,49.28142,-123.058751
15th & Victoria (Trout Lake),49.256857,-123.065646,7,11,Chance Cafe,4,49.25382,-123.06778
Triumph & Victoria,49.283986,-123.065264,3,15,Vietnamese Tea House,4.5,49.2810051,-123.0540795
Triumph & Victoria,49.283986,-123.065264,3,15,Angelove Bubble Tea,4.5,49.28088,-123.05912
Triumph & Victoria,49.283986,-123.065264,3,15,Blue Moon Bubble Tea,4.5,49.28142,-123.058751
Windsor & 14th,49.257985,-123.083366,7,7,Catoro Cafe,4,49.26216,-123.08963
14th & Fraser,49.257939,-123.089531,2,14,Catoro Cafe,4,49.26216,-123.08963
15th & Knight,49.256496,-123.075426,8,5,BAMBU,4,49.2529616,-123.0821567
6th & Prince Edward,49.265242,-123.095577,3,13,Catoro Cafe,4,49.26216,-123.08963
6th & Carolina,49.265213,-123.090785,4,12,Catoro Cafe,4,49.26216,-123.08963
Beach & Hornby,49.275295,-123.132585,12,10,Yet’s Cafe,3.5,49.27771297,-123.1310082
Beach & Hornby,49.275295,-123.132585,12,10,The Alley,3.5,49.2808317,-123.1247428
Beach & Hornby,49.275295,-123.132585,12,10,Kurotaki Bubble Tea House,3,49.27464608,-123.1258495
Beach & Hornby,49.275295,-123.132585,12,10,Cha Yuan,4.5,49.27402,-123.12243
Beach & Hornby,49.275295,-123.132585,12,10,Sharetea Yaletown,5,49.27609728,-123.1192943
Burrard Station (Melville & Dunsmuir),49.285871,-123.12105,3,25,Jenjudan,4.5,49.286041,-123.1273567
Burrard Station (Melville & Dunsmuir),49.285871,-123.12105,3,25,Machi Machi,4,49.28580788,-123.1267723
Burrard Station (Melville & Dunsmuir),49.285871,-123.12105,3,25,Bubble World,4,49.2874205,-123.128873
Burrard Station (Melville & Dunsmuir),49.285871,-123.12105,3,25,Blackball,4,49.28561,-123.12697
Burrard Station (Melville & Dunsmuir),49.285871,-123.12105,3,25,Happy Lemon,3.5,49.2856474,-123.1266978
Burrard Station (Melville & Dunsmuir),49.285871,-123.12105,3,25,Feng Cha,3.5,49.28561,-123.12697
Burrard Station (Melville & Dunsmuir),49.285871,-123.12105,3,25,Valendine,5,49.285323,-123.121527
Burrard Station (Melville & Dunsmuir),49.285871,-123.12105,3,25,The Alley,3.5,49.2808317,-123.1247428
Burrard Station (Melville & Dunsmuir),49.285871,-123.12105,3,25,CoCo Fresh Tea & Juice,4,49.28448982,-123.1144133
Burrard Station (Melville & Dunsmuir),49.285871,-123.12105,3,25,Sharetea,4,49.2834699,-123.1144227
